Provincia;Nombre1;Poblacion;Superficie;Longitud;Latitud;Nombre2
Araba/Álava;Alegría-Dulantzi;2960;1994,5872;-2,51243731;42,83981158;Alegría-Dulantzi
Araba/Álava;Amurrio;10281;9629,68;-3,00007326;43,05427776;Amurrio
Araba/Álava;Aramaio;1431;7302,1;-2,56540037;43,05119653;Aramaio
Araba/Álava;Artziniega;1810;2728,73;-3,12791718;43,12084358;Artziniega
Araba/Álava;Armiñón;235;1297,27;-2,87183475;42,72326199;Armiñón
Araba/Álava;Arratzua-Ubarrundia;1031;5755,98;-2,63878816;42,89116171;Arratzua-Ubarrundia
Araba/Álava;Asparrena;1637;6533,64;-2,31670754;42,88968768;Asparrena
Araba/Álava;Ayala;2921;14096,94;-3,04306746;43,07768283;Aiara
Araba/Álava;Baños de Ebro;296;950,39;-2,67863583;42,52925602;Mañueta
Araba/Álava;Barrundia;914;9742,34;-2,49407452;42,91537538;Barrundia
Araba/Álava;Berantevilla;452;3574,75;-2,85971414;42,68227191;Berantevilla
Araba/Álava;Bernedo;560;13048,2;-2,49825439;42,62676989;Bernedo
Araba/Álava;Campezo;1094;8536,0875;-2,35207693;42,66971209;Kanpezu
Araba/Álava;Zigoitia;1822;10209,12;-2,73033002;42,96210609;Zigoitia
Araba/Álava;Kripan;176;1251,599;-2,51621636;42,59082439;Kripan
Araba/Álava;Kuartango;421;8431,96;-2,88438243;42,87006411;Kuartango
Araba/Álava;Elburgo;629;3209,3031;-2,545933;42,850282;Burgelu
Araba/Álava;Elciego;971;1625,58;-2,61723872;42,51420738;Elciego
Araba/Álava;Elvillar;316;1750,2228;-2,54441267;42,56842577;Bilar
Araba/Álava;Iruraiz-Gauna;537;4712,8628;-2,475996232;42,83131017;Iruraiz-Gauna
Araba/Álava;Labastida;1538;3810,73;-2,793199;42,590217;Bastida
Araba/Álava;Lagrán;175;4562,02;-2,58423377;42,62621464;Lagrán
Araba/Álava;Laguardia;1483;8093,55;-2,58411693;42,55236655;Laguardia
Araba/Álava;Lanciego;724;2425,3;-2,51278162;42,5624416;Lantziego
Araba/Álava;Lapuebla de Labarca;870;605;-2,57209001;42,49441468;Lapuebla de Labarca
Araba/Álava;Leza;217;992,2543;-2,63459428;42,56469687;Leza
Araba/Álava;Laudio;17906;3773,43;-2,96256495;43,1425188;Llodio
Araba/Álava;Arraia-Maeztu;804;12310,7942;-2,444299;42,738527;Arraia-Maeztu
Araba/Álava;Moreda de Álava;216;867,1106;-2,40841718;42,52479167;Moreda Araba
Araba/Álava;Navaridas;200;891,6398;-2,62479544;42,5450594;Navaridas
Araba/Álava;Okondo;1187;2985,26;-3,019026823;43,1615513;Okondo
Araba/Álava;Oyón-Oion;3408;4517,7474;-2,436788;42,506067;Oyón-Oion
Araba/Álava;Peñacerrada-Urizaharra;310;6215,43;-2,71402821;42,64417512;Peñacerrada-Urizaharra
Araba/Álava;Erriberagoitia;820;11981,85;-2,91080642;42,80074682;Ribera Alta
Araba/Álava;Erriberabeitia;1416;2531,46;-2,91704002;42,71339792;Erriberabeitia
Araba/Álava;Añana;156;2192,3285;-2,98601634;42,8012318;Añana
Araba/Álava;Agurain;5069;3776,9884;-2,389753;42,850452;Salvatierra
Araba/Álava;Samaniego;311;1057,8;-2,67904862;42,56735197;Samaniego
Araba/Álava;San Millán;718;8540,58;-2,37748902;42,87382571;Donemiliaga
Araba/Álava;Urkabustaiz;1408;6084,96;-2,90661046;42,95304046;Urkabustaiz
Araba/Álava;Valdegovía;1097;23823,44;-3,09884417;42,84756896;Gaubea
Araba/Álava;Harana;226;3912,1857;-2,33104687;42,75289194;Valle de Arana
Araba/Álava;Villabuena de Álava;291;847,9289;-2,66452938;42,54857804;Eskuernaga
Araba/Álava;Legutio;2017;4584,92;-2,64255929;42,9798744;Legutio
Araba/Álava;Vitoria-Gasteiz;253672;27698,39;-2,67275685;42,85058789;Vitoria-Gasteiz
Araba/Álava;Yécora;247;1880,2483;-2,4700849;42,56923117;Iekora
Araba/Álava;Zalduondo;195;1187,86;-2,34650825;42,88580971;Zalduondo
Araba/Álava;Zambrana;425;3957,05;-2,87806502;42,66112968;Zambrana
Araba/Álava;Zuia;2330;12257,74;-2,81862854;42,95597763;Zuia
Araba/Álava;Iruña Oka;3551;5323,5;-2,8147543;42,81819126;Iruña de Oca
Araba/Álava;Lantarón;931;6745,49;-2,96649719;42,71657557;Lantarón
Albacete;Abengibre;739;3076,9225;-1,54384487;39,2100078;Abengibre
Albacete;Alatoz;496;6385,36;-1,36097604;39,09494843;Alatoz
Albacete;Albacete;172357;112698,96;-1,85574745;38,99588053;Albacete
Albacete;Albatana;670;3052,82;-1,52275248;38,5708754;Albatana
Albacete;Alborea;663;7186,76;-1,39670449;39,27835442;Alborea
Albacete;Alcadozo;634;9958,7;-1,9802275;38,6489758;Alcadozo
Albacete;Alcalá del Júcar;1148;14682,4446;-1,42932697;39,1932018;Alcalá del Júcar
Albacete;Alcaraz;1307;37087,91;-2,49034957;38,66425104;Alcaraz
Albacete;Almansa;24224;53240,79;-1,09414681;38,86968811;Almansa
Albacete;Alpera;2245;17837,79;-1,23080245;38,95969094;Alpera
Albacete;Ayna;582;14658,96;-2,07053831;38,55217746;Ayna
Albacete;Balazote;2388;6515,3733;-2,15096732;38,88396156;Balazote
Albacete;Balsa de Ves;126;7589,23;-1,19650012;39,26461253;Balsa de Ves
Albacete;El Ballestero;427;13869,3693;-2,45508633;38,84252196;El Ballestero
Albacete;Barrax;1831;18977,03;-2,20045637;39,0456106;Barrax
Albacete;Bienservida;574;9072,54;-2,61184243;38,51602097;Bienservida
Albacete;Bogarra;756;16601,4619;-2,21253636;38,58025427;Bogarra
Albacete;Bonete;1006;12553,48;-1,34830324;38,86950589;Bonete
Albacete;El Bonillo;2698;50286,73;-2,54023691;38,95012362;El Bonillo
Albacete;Carcelén;483;7536,3731;-1,30876708;39,10231176;Carcelén
Albacete;Casas de Juan Núñez;1356;8898,2779;-1,55799035;39,10160749;Casas de Juan Núñez
Albacete;Casas de Lázaro;321;11231,6773;-2,23922378;38,7705758;Casas de Lázaro
Albacete;Casas de Ves;561;12540,85;-1,33454992;39,25946122;Casas de Ves
Albacete;Casas-Ibáñez;4547;10325,14;-1,47129143;39,28701686;Casas-Ibáñez
Albacete;Caudete;10135;14123,86;-0,9886912;38,70573009;Caudete
Albacete;Cenizate;1183;6326,0153;-1,66113349;39,30332101;Cenizate
Albacete;Corral-Rubio;300;9475,5686;-1,4608525;38,83500072;Corral-Rubio
Albacete;Cotillas;129;1446,9288;-2,50574545;38,43135915;Cotillas
Albacete;Chinchilla de Monte-Aragón;4497;67927,33;-1,72602643;38,9210968;Chinchilla de Monte-Aragón
Albacete;Elche de la Sierra;3553;23949,4125;-2,04781376;38,44790893;Elche de la Sierra
Albacete;Férez;614;12615,86;-2,00953934;38,35567013;Férez
Albacete;Fuensanta;281;2411,25;-2,06725219;39,24466001;Fuensanta
Albacete;Fuente-Álamo;2461;13337,12;-1,43170411;38,69314229;Fuente-Álamo
Albacete;Fuentealbilla;1821;10829,379;-1,54879364;39,26773579;Fuentealbilla
Albacete;La Gineta;2568;13713,52;-1,99784496;39,11387916;La Gineta
Albacete;Golosalvo;98;2817,6676;-1,63626863;39,23996013;Golosalvo
Albacete;Hellín;30492;77929,12;-1,70344921;38,51218953;Hellín
Albacete;La Herrera;304;6342,58;-2,12637236;38,9621774;La Herrera
Albacete;Higueruela;1125;20545,4904;-1,44535609;38,96455026;Higueruela
Albacete;Hoya-Gonzalo;561;11457,4972;-1,55687053;38,95787352;Hoya-Gonzalo
Albacete;Jorquera;350;6794,01;-1,52061391;39,17457441;Jorquera
Albacete;Letur;901;26440,16;-2,10096881;38,36632081;Letur
Albacete;Lezuza;1300;36061,17;-2,35387427;38,94878996;Lezuza
Albacete;Liétor;1096;31318,96;-1,95479319;38,54083745;Liétor
Albacete;Madrigueras;4644;7334,55;-1,7997012;39,23680339;Madrigueras
Albacete;Mahora;1430;10814,91;-1,72481837;39,21303088;Mahora
Albacete;Masegoso;114;10387,0257;-2,31511768;38,71877813;Masegoso
Albacete;Minaya;1442;6998,11;-2,31961973;39,27118701;Minaya
Albacete;Molinicos;837;14358,8298;-2,23898151;38,46778179;Molinicos
Albacete;Montalvos;88;2466,13;-2,02769341;39,16721439;Montalvos
Albacete;Montealegre del Castillo;2056;17741,17;-1,32487672;38,78717469;Montealegre del Castillo
Albacete;Motilleja;660;2382,44;-1,79025762;39,17948885;Motilleja
Albacete;Munera;3422;23053,83;-2,4830388;39,03954575;Munera
Albacete;Navas de Jorquera;528;4225,9722;-1,7189485;39,28099513;Navas de Jorquera
Albacete;Nerpio;1180;43674,2;-2,30224029;38,14824043;Nerpio
Albacete;Ontur;1934;5440,9;-1,49888166;38,61472661;Ontur
Albacete;Ossa de Montiel;2215;24370,76;-2,74272664;38,96201035;Ossa de Montiel
Albacete;Paterna del Madera;329;11233,8382;-2,34555766;38,59729435;Paterna del Madera
Albacete;Peñascosa;323;18925,8047;-2,41040499;38,67153536;Peñascosa
Albacete;Peñas de San Pedro;1433;15876,06;-2,00212787;38,72688881;Peñas de San Pedro
Albacete;Pétrola;663;7460,7346;-1,55549981;38,82629814;Pétrola
Albacete;Povedilla;388;4942,7325;-2,60393627;38,70163971;Povedilla
Albacete;Pozohondo;1569;13642,45;-1,91133356;38,721122;Pozohondo
Albacete;Pozo-Lorente;391;8098,71;-1,50647855;39,07663024;Pozo-Lorente
Albacete;Pozuelo;461;13397,79;-2,10117384;38,80969625;Pozuelo
Albacete;La Recueja;221;2973,9107;-1,48988779;39,17688319;La Recueja
Albacete;Riópar;1318;8100,28;-2,41839311;38,4998099;Riópar
Albacete;Robledo;385;12008,4392;-2,44882682;38,75778452;Robledo
Albacete;La Roda;15497;39788,07;-2,15924796;39,20706504;La Roda
Albacete;Salobre;438;4952,8648;-2,55057256;38,59195258;Salobre
Albacete;San Pedro;1142;8311,597;-2,186211;38,82654004;San Pedro
Albacete;Socovos;1743;13912,13;-1,98469065;38,33202632;Socovos
Albacete;Tarazona de la Mancha;6183;21267,16;-1,91280979;39,26539647;Tarazona de la Mancha
Albacete;Tobarra;7758;32521,78;-1,69282296;38,5922733;Tobarra
Albacete;Valdeganga;1919;7065,62;-1,67646922;39,13545152;Valdeganga
Albacete;Vianos;313;12805,18;-2,50149079;38,632307;Vianos
Albacete;Villa de Ves;60;5775,64;-1,25897631;39,22231541;Villa de Ves
Albacete;Villalgordo del Júcar;1072;4668,4938;-2,06309183;39,29598679;Villalgordo del Júcar
Albacete;Villamalea;4000;12832,89;-1,59908353;39,36160785;Villamalea
Albacete;Villapalacios;555;8747,7445;-2,63505947;38,57467359;Villapalacios
Albacete;Villarrobledo;24886;86239,48;-2,60714311;39,26755792;Villarrobledo
Albacete;Villatoya;106;1867,36;-1,33858599;39,33385264;Villatoya
Albacete;Villavaliente;202;3484,1712;-1,45799642;39,12645758;Villavaliente
Albacete;Villaverde de Guadalimar;321;6928,96;-2,518480636;38,456169;Villaverde de Guadalimar
Albacete;Viveros;335;6536,6666;-2,57590915;38,77363475;Viveros
Albacete;Yeste;2495;51221,68;-2,31903072;38,36643865;Yeste
Albacete;Pozo Cañada;2763;11683,38;-1,73622317;38,801361;Pozo Cañada
Alacant/Alicante;l'Atzúbia;616;1466,9574;-0,15173035;38,84743029;l'Atzúbia
Alacant/Alicante;Agost;4948;6663,5352;-0,63891979;38,43949316;Agost
Alacant/Alicante;Agres;589;2583,659;-0,51595543;38,78000404;Agres
Alacant/Alicante;Aigües;1085;1847,2816;-0,36258669;38,49887092;Aigües
Alacant/Alicante;Albatera;12864;6154,27;-0,86792141;38,17894636;Albatera
Alacant/Alicante;Alcalalí;1349;1439,7787;-0,04160798;38,74965349;Alcalalí
Alacant/Alicante;Alcosser;254;438,7155;-0,40197036;38,79447224;Alcosser
Alacant/Alicante;Alcoleja;196;1455,8836;-0,33100925;38,67548564;Alcoleja
Alacant/Alicante;Alcoi;58960;12986,0503;-0,473163128;38,69764173;Alcoy
Alacant/Alicante;Alfafara;417;1977,7677;-0,55552339;38,77274828;Alfafara
Alacant/Alicante;l'Alfàs del Pi;20668;1925,9507;-0,1026002;38,58009496;l'Alfàs del Pi
Alacant/Alicante;Algorfa;3513;1847,09;-0,79568423;38,08681637;Algorfa
Alacant/Alicante;Algueña;1351;1847,39;-1,00303745;38,33800138;Algueña
Alacant/Alicante;Alacant;338577;20232,29;-0,4831832;38,34548705;Alicante
Alacant/Alicante;Almoradí;21401;4269,4;-0,79201713;38,10977991;Almoradí
Alacant/Alicante;Almudaina;112;882,0194;-0,35370678;38,76155764;Almudaina
Alacant/Alicante;l'Alqueria d'Asnar;489;108,3702;-0,42552267;38,77311802;l'Alqueria d'Asnar
Alacant/Alicante;Altea;23010;3442,7986;-0,05144236;38,59892497;Altea
Alacant/Alicante;Aspe;21191;7057,09;-0,76849107;38,34577266;Aspe
Alacant/Alicante;Balones;126;1125;-0,34237388;38,73701039;Balones
Alacant/Alicante;Banyeres de Mariola;7201;5027,5886;-0,65685684;38,71635902;Banyeres de Mariola
Alacant/Alicante;Benasau;171;904,039;-0,34261264;38,68991329;Benasau
Alacant/Alicante;Beneixama;1705;3488,8204;-0,76676743;38,70018533;Beneixama
Alacant/Alicante;Benejúzar;5480;932,7958;-0,83819517;38,07806375;Benejúzar
Alacant/Alicante;Benferri;1955;1236,89;-0,9622579;38,14179352;Benferri
Alacant/Alicante;Beniarbeig;2267;740,3238;-0,00130364;38,82193219;Beniarbeig
Alacant/Alicante;Beniardà;218;1573,9453;-0,21600764;38,68343356;Beniardà
Alacant/Alicante;Beniarrés;1078;2021,3756;-0,37904234;38,82007885;Beniarrés
Alacant/Alicante;Benigembla;512;1845,4265;-0,10982699;38,75633514;Benigembla
Alacant/Alicante;Benidoleig;1232;748,4278;-0,03173239;38,791917;Benidoleig
Alacant/Alicante;Benidorm;69738;3850,9874;-0,1306853;38,53427136;Benidorm
Alacant/Alicante;Benifallim;106;1368,8379;-0,39922559;38,66273419;Benifallim
Alacant/Alicante;Benifato;139;1188,0505;-0,22888967;38,67369418;Benifato
Alacant/Alicante;Benijófar;3427;435,9954;-0,73828051;38,0808408;Benijófar
Alacant/Alicante;Benilloba;740;953,8103;-0,3908201;38,69955909;Benilloba
Alacant/Alicante;Benillup;108;337,8822;-0,3789958;38,75380301;Benillup
Alacant/Alicante;Benimantell;499;3792,79;-0,20984798;38,67659254;Benimantell
Alacant/Alicante;Benimarfull;410;556,3613;-0,39099875;38,77584801;Benimarfull
Alacant/Alicante;Benimassot;93;951,2727;-0,291855;38,74905825;Benimassot
Alacant/Alicante;Benimeli;419;350,4942;-0,04146491;38,82296616;Benimeli
Alacant/Alicante;Benissa;11871;6971,07;0,05043358;38,7151969;Benissa
Alacant/Alicante;el Poble Nou de Benitatxell;4687;1268,85;0,144742727;38,73241632;Benitachell
Alacant/Alicante;Biar;3612;9816,5159;-0,76597374;38,62996229;Biar
Alacant/Alicante;Bigastro;7130;409,8141;-0,89528476;38,06301558;Bigastro
Alacant/Alicante;Bolulla;413;1357,1512;-0,11168494;38,67657681;Bolulla
Alacant/Alicante;Busot;3343;3384,1908;-0,42050568;38,4819618;Busot
Alacant/Alicante;Calp;24096;2350,9119;0,04453809;38,64526261;Calp
Alacant/Alicante;Callosa d'en Sarrià;7653;3466,1654;-0,12235041;38,65164066;Callosa d'en Sarrià
Alacant/Alicante;Callosa de Segura;19315;2490,77;-0,87933854;38,12258136;Callosa de Segura
Alacant/Alicante;el Campello;29409;5526,7822;-0,40086509;38,42754724;el Campello
Alacant/Alicante;el Camp de Mirra;433;2181,5853;-0,778961778;38,68728729;Campo de Mirra
Alacant/Alicante;Cañada;1191;1932,4451;-0,80952172;38,67518917;Cañada
Alacant/Alicante;Castalla;11097;11459,9725;-0,67026538;38,59657643;Castalla
Alacant/Alicante;Castell de Castells;426;4592,67;-0,19391054;38,72499704;Castell de Castells
Alacant/Alicante;Catral;8976;2002,31;-0,80464175;38,15964959;Catral
Alacant/Alicante;Cocentaina;11298;5294,4709;-0,44022067;38,74541202;Cocentaina
Alacant/Alicante;Confrides;282;3998,3328;-0,26810894;38,68353731;Confrides
Alacant/Alicante;Cox;7431;1670,97;-0,88437585;38,13972138;Cox
Alacant/Alicante;Crevillent;29881;10455,01;-0,80855322;38,24881414;Crevillent
Alacant/Alicante;Quatretondeta;133;1670,4812;-0,31641906;38,72386675;Quatretondeta
Alacant/Alicante;Daya Nueva;1758;709,3467;-0,76103525;38,11371672;Daya Nueva
Alacant/Alicante;Daya Vieja;683;314,2879;-0,73805702;38,1047248;Daya Vieja
Alacant/Alicante;Dénia;43899;6634,37;0,10661934;38,84122705;Dénia
Alacant/Alicante;Dolores;7799;1870,1083;-0,76969869;38,13897736;Dolores
Alacant/Alicante;Elx;235580;32650,14;-0,698854923;38,26536234;Elche
Alacant/Alicante;Elda;52297;4559,75;-0,79611046;38,47878894;Elda
Alacant/Alicante;Fageca;104;1017,479;-0,26771337;38,73467536;Fageca
Alacant/Alicante;Famorca;48;972,4032;-0,24604552;38,73219338;Famorca
Alacant/Alicante;Finestrat;7909;4225,3968;-0,2117688;38,56697349;Finestrat
Alacant/Alicante;Formentera del Segura;4446;433,1745;-0,74649853;38,08423377;Formentera del Segura
Alacant/Alicante;Gata de Gorgos;6364;2032,93;0,08427495;38,7732101;Gata de Gorgos
Alacant/Alicante;Gaianes;548;957,1426;-0,40755768;38,81311114;Gaianes
Alacant/Alicante;Gorga;270;910,6836;-0,35671735;38,71833445;Gorga
Alacant/Alicante;Granja de Rocamora;2626;716,89;-0,89001674;38,15262779;Granja de Rocamora
Alacant/Alicante;el Castell de Guadalest;258;1596,02;-0,19735239;38,67694213;el Castell de Guadalest
Alacant/Alicante;Guardamar del Segura;16138;3393,72;-0,65477035;38,08988071;Guardamar del Segura
Alacant/Alicante;el Fondó de les Neus;2684;6885,1772;-0,85486637;38,30855695;Hondón de las Nieves
Alacant/Alicante;Hondón de los Frailes;1261;1254,5898;-0,92699487;38,27358559;Hondón de los Frailes
Alacant/Alicante;Ibi;23677;6252,4351;-0,57466482;38,62745682;Ibi
Alacant/Alicante;Jacarilla;2039;1220,4205;-0,86635637;38,06070041;Jacarilla
Alacant/Alicante;Xaló;2931;3458,6303;-0,01192072;38,74069906;Xaló
Alacant/Alicante;Xàbia;28731;6892,9;0,163523555;38,78906246;Jávea
Alacant/Alicante;Xixona;6860;16376,0691;-0,507189631;38,53941113;Jijona
Alacant/Alicante;l'Orxa;565;3176,4696;-0,311838984;38,84540041;Lorcha
Alacant/Alicante;Llíber;967;2193,274;0,006304;38,74347137;Llíber
Alacant/Alicante;Millena;243;977,3401;-0,36337482;38,73087323;Millena
Alacant/Alicante;Monforte del Cid;8619;7952,2261;-0,72989187;38,37928097;Monforte del Cid
Alacant/Alicante;Monòver;12387;15235,6842;-0,839000344;38,43694476;Monóvar
Alacant/Alicante;Mutxamel;26192;4765,3187;-0,44522331;38,41368396;Mutxamel
Alacant/Alicante;Murla;540;581,336;-0,08306874;38,75958883;Murla
Alacant/Alicante;Muro de Alcoy;9303;3024,3942;-0,4357044;38,77998192;Muro de Alcoy
Alacant/Alicante;Novelda;25592;7572,424;-0,76539782;38,38606382;Novelda
Alacant/Alicante;la Nucia;18624;2136,1299;-0,12289748;38,61761623;la Nucia
Alacant/Alicante;Ondara;7085;1041,3359;0,01764367;38,82692459;Ondara
Alacant/Alicante;Onil;7580;4841,0481;-0,6740463;38,62952092;Onil
Alacant/Alicante;Orba;2348;1772,9579;-0,06371253;38,78039233;Orba
Alacant/Alicante;Orxeta;812;2406,2327;-0,2618598;38,56400384;Orxeta
Alacant/Alicante;Orihuela;80784;36536,91;-0,949954565;38,08522582;Orihuela
Alacant/Alicante;Parcent;997;1177,04;-0,06446788;38,74571695;Parcent
Alacant/Alicante;Pedreguer;8280;2958,2241;0,03432468;38,7935383;Pedreguer
Alacant/Alicante;Pego;10295;5284,6658;-0,11803172;38,84201714;Pego
Alacant/Alicante;Penàguila;287;4991,51;-0,35881625;38,67944195;Penàguila
Alacant/Alicante;Petrer;33978;10428,11;-0,76953712;38,48480043;Petrer
Alacant/Alicante;el Pinós;8084;12646,02;-1,04195399;38,40441177;Pinoso
Alacant/Alicante;Planes;695;3886,7596;-0,34478535;38,78583429;Planes
Alacant/Alicante;Polop;5186;2255,93;-0,12654723;38,62255314;Polop
Alacant/Alicante;Rafal;4634;156,44;-0,84889051;38,10480713;Rafal
Alacant/Alicante;el Ràfol d'Almúnia;731;487,7576;-0,05280018;38,82066727;el Ràfol d'Almúnia
Alacant/Alicante;Redován;8123;944,7868;-0,90524865;38,1140353;Redován
Alacant/Alicante;Relleu;1171;7677,3;-0,31086389;38,58727823;Relleu
Alacant/Alicante;Rojales;16943;2772,86;-0,7231866;38,08892037;Rojales
Alacant/Alicante;la Romana;2605;4329,3741;-0,8960138;38,36742371;la Romana
Alacant/Alicante;Sagra;435;561,9059;-0,06512199;38,81142807;Sagra
Alacant/Alicante;Salinas;1678;6171,1716;-0,91278122;38,52006995;Salinas
Alacant/Alicante;Sanet y Negrals;734;394,1625;-0,03373355;38,81916633;Sanet y Negrals
Alacant/Alicante;San Fulgencio;9091;2070,11;-0,718882252;38,11200673;San Fulgencio
Alacant/Alicante;Sant Joan d'Alacant;24450;963,8765;-0,43660694;38,40151192;Sant Joan d'Alacant
Alacant/Alicante;San Miguel de Salinas;6659;5484,62;-0,78930554;37,97713811;San Miguel de Salinas
Alacant/Alicante;Santa Pola;36174;5816,0985;-0,55528061;38,1931155;Santa Pola
Alacant/Alicante;Sant Vicent del Raspeig;59138;4055,084;-0,522215366;38,39603599;San Vicente del Raspeig
Alacant/Alicante;Sax;9988;6348,61;-0,81692328;38,53849557;Sax
Alacant/Alicante;Sella;592;3883,05;-0,27218087;38,60812245;Sella
Alacant/Alicante;Senija;623;478,6374;0,04175328;38,72826598;Senija
Alacant/Alicante;Tàrbena;624;3167,0038;-0,1019394;38,69363337;Tàrbena
Alacant/Alicante;Teulada;11944;3232,47;0,10231946;38,72911733;Teulada
Alacant/Alicante;Tibi;1731;7038,2694;-0,57799241;38,53125236;Tibi
Alacant/Alicante;Tollos;30;1597,312;-0,27417974;38,75700785;Tollos
Alacant/Alicante;Tormos;332;536;-0,0723226;38,80205024;Tormos
Alacant/Alicante;la Torre de les Maçanes;683;3647,9641;-0,419974923;38,60749575;Torremanzanas
Alacant/Alicante;Torrevieja;83547;7176,02;-0,68302608;37,97775873;Torrevieja
Alacant/Alicante;la Vall d'Alcalà;164;2285,0561;-0,25201489;38,79456237;la Vall d'Alcalà
Alacant/Alicante;la Vall d'Ebo;219;3242,5432;-0,15985139;38,80574426;la Vall d'Ebo
Alacant/Alicante;la Vall de Gallinera;579;5363,2909;-0,22174105;38,82200923;la Vall de Gallinera
Alacant/Alicante;la Vall de Laguar;890;2305,4272;-0,10944662;38,77743427;la Vall de Laguar
Alacant/Alicante;el Verger;4986;815,895;0,01012098;38,84290338;el Verger
Alacant/Alicante;la Vila Joiosa;34828;5924,8127;-0,232622623;38,50511374;Villajoyosa
Alacant/Alicante;Villena;33969;34526,28;-0,86138343;38,62963811;Villena
Alacant/Alicante;els Poblets;2735;362,0743;0,01680187;38,85116436;els Poblets
Alacant/Alicante;Pilar de la Horadada;22949;7781,26;-0,79242783;37,86372554;Pilar de la Horadada
Alacant/Alicante;Los Montesinos;5217;1499,03;-0,74364774;38,02749921;Los Montesinos
Alacant/Alicante;San Isidro;2154;1169,884;-0,83836588;38,17123285;San Isidro
Almería;Abla;1247;4524,4244;-2,77953953;37,1412099;Abla
Almería;Abrucena;1221;8367,747;-2,7974669;37,13218285;Abrucena
Almería;Adra;25300;8969,45;-3,02330257;36,74868325;Adra
Almería;Albanchez;735;3491,3;-2,18135854;37,28686167;Albanchez
Almería;Alboloduy;615;6973,4477;-2,62168571;37,03339629;Alboloduy
Almería;Albox;12087;16827,6;-2,146835459;37,38967753;Albox
Almería;Alcolea;831;6751,6723;-2,96066637;36,97361957;Alcolea
Almería;Alcóntar;538;9390,6745;-2,59756879;37,33611796;Alcóntar
Almería;Alcudia de Monteagud;133;1552,04;-2,26678969;37,23587193;Alcudia de Monteagud
Almería;Alhabia;685;1639,4593;-2,58702093;36,98991242;Alhabia
Almería;Alhama de Almería;3757;2624,375;-2,56977648;36,95718281;Alhama de Almería
Almería;Alicún;214;587,3104;-2,60215517;36,96671607;Alicún
Almería;Almería;199237;29572,44;-2,46413188;36,83892362;Almería
Almería;Almócita;201;3082,5201;-2,78984397;37,00274251;Almócita
Almería;Alsodux;129;2010,2293;-2,59464638;37,00135999;Alsodux
Almería;Antas;3339;9973,47;-1,91715315;37,24459175;Antas
Almería;Arboleas;4532;6614,36;-2,0754646;37,35116011;Arboleas
Almería;Armuña de Almanzora;313;772,17;-2,41135555;37,34982202;Armuña de Almanzora
Almería;Bacares;240;9452,09;-2,45318749;37,26120059;Bacares
Almería;Bayárcal;312;3802,3734;-2,99562617;37,03018267;Bayárcal
Almería;Bayarque;226;2636,08;-2,43594364;37,33068864;Bayarque
Almería;Bédar;1009;4672,13;-1,98182232;37,19030833;Bédar
Almería;Beires;138;3883,4832;-2,79152516;37,01264326;Beires
Almería;Benahadux;4605;1661,5387;-2,455766;36,925792;Benahadux
Almería;Benitagla;53;639,68;-2,23834784;37,23123941;Benitagla
Almería;Benizalón;253;3197,26;-2,24165602;37,2118904;Benizalón
Almería;Bentarique;239;1134,3564;-2,61889692;36,98631438;Bentarique
Almería;Berja;12807;18581,24;-2,94948207;36,84732147;Berja
Almería;Canjáyar;1163;6692,6563;-2,73944378;37,01006973;Canjáyar
Almería;Cantoria;3533;7895,2;-2,19324978;37,35219371;Cantoria
Almería;Carboneras;8210;9546,4247;-1,89349648;36,99742391;Carboneras
Almería;Castro de Filabres;115;2923,5664;-2,43912676;37,18484936;Castro de Filabres
Almería;Cóbdar;160;3199,11;-2,21001778;37,26157453;Cóbdar
Almería;Cuevas del Almanzora;14790;26375,62;-1,880632167;37,29705933;Cuevas del Almanzora
Almería;Chercos;301;1355,46;-2,258064172;37,26711184;Chercos
Almería;Chirivel;1511;19647,14;-2,26658541;37,59512473;Chirivel
Almería;Dalías;4141;14072,85;-2,87111055;36,82078429;Dalías
Almería;Enix;554;6684,4603;-2,60175846;36,8769393;Enix
Almería;Felix;697;8126,2027;-2,65861622;36,86898567;Felix
Almería;Fines;2161;2312,44;-2,263101772;37,3587942;Fines
Almería;Fiñana;1978;13395,9718;-2,84178852;37,17135438;Fiñana
Almería;Fondón;1045;9115,8777;-2,85918906;36,97993167;Fondón
Almería;Gádor;3018;8767,0204;-2,49279322;36,9530923;Gádor
Almería;Los Gallardos;2991;3489,79;-1,9417002;37,17027055;Los Gallardos
Almería;Garrucha;10027;776,6;-1,82347743;37,1797194;Garrucha
Almería;Gérgal;1115;22948,7704;-2,53905331;37,12083904;Gérgal
Almería;Huécija;503;1901,8613;-2,60994487;36,96802203;Huécija
Almería;Huércal de Almería;18384;2092,75;-2,441637878;36,87874536;Huércal de Almería
Almería;Huércal-Overa;20093;31821,27;-1,94352848;37,39055009;Huércal-Overa
Almería;Íllar;456;1918,8146;-2,63886001;36,9849617;Íllar
Almería;Instinción;467;3348,4996;-2,65979091;36,99319077;Instinción
Almería;Laroya;200;2171,34;-2,3320851;37,29604768;Laroya
Almería;Láujar de Andarax;1587;9280,8708;-2,88903331;36,99456726;Láujar de Andarax
Almería;Líjar;383;2824,06;-2,21999131;37,29501881;Líjar
Almería;Lubrín;1457;13813,87;-2,06592032;37,21648353;Lubrín
Almería;Lucainena de las Torres;595;12320,2811;-2,2011865;37,0402677;Lucainena de las Torres
