PROVINCIA;NOMBRE_ACTUAL;POBLACION_MUNI;SUPERFICIE;LONGITUD;LATITUD
Cuenca;Portilla;58;3291,3064;-2,08339605;40,2890564
Cuenca;Poyatos;58;4505,41;-2,04930299;40,42311458
Cuenca;Pozoamargo;279;5332,7;-2,19687565;39,36647507
Cuenca;Pozorrubio de Santiago;322;4470,1708;-2,949698292;39,81629118
Cuenca;El Pozuelo;43;4126,1514;-2,27812708;40,6204796
Cuenca;Priego;885;8033,9397;-2,31716398;40,44855782
Cuenca;El Provencio;2387;10160,26;-2,57366524;39,37643287
Cuenca;Puebla de Almenara;311;3766,9101;-2,81685893;39,78393775
Cuenca;El Valle de Altomira;206;14741,2001;-2,75970371;40,2244204
Cuenca;Puebla del Salvador;192;4809,0376;-1,67436579;39,56438888
Cuenca;Quintanar del Rey;7632;7991,8269;-1,92764017;39,34251913
Cuenca;Rada de Haro;49;3225,39;-2,62076255;39,56981018
Cuenca;Reíllo;105;8169,7776;-1,87168988;39,90581103
Cuenca;Rozalén del Monte;58;3062,7216;-2,805433823;39,99042625
Cuenca;Saceda-Trasierra;37;3092,1245;-2,85428558;40,15527644
Cuenca;Saelices;450;8061,8073;-2,8055779;39,9209774
Cuenca;Salinas del Manzano;67;3364,6102;-1,55634669;40,08849771
Cuenca;Salmeroncillos;101;2067,7929;-2,52128273;40,50471896
Cuenca;Salvacañete;291;12028,1924;-1,50242309;40,0987678
Cuenca;San Clemente;6827;27751,44;-2,42962901;39,40330614
Cuenca;San Lorenzo de la Parrilla;1066;5988,8863;-2,36103293;39,85130155
Cuenca;San Martín de Boniches;46;6976,9862;-1,57374801;39,88559941
Cuenca;San Pedro Palmiches;49;1984,8683;-2,40780637;40,4291571
Cuenca;Santa Cruz de Moya;230;11074,15;-1,25487494;39,95479741
Cuenca;Santa María del Campo Rus;522;9363,4604;-2,42290033;39,55840725
Cuenca;Santa María de los Llanos;680;4301,39;-2,81131288;39,48862424
Cuenca;Santa María del Val;61;4706,11;-2,04141767;40,50434552
Cuenca;Sisante;1618;13435,5299;-2,20115957;39,40713272
Cuenca;Solera de Gabaldón;36;5048,9054;-1,97762435;39,74803197
Cuenca;Talayuelas;856;10658,8954;-1,28430223;39,84759587
Cuenca;Tarancón;15799;10657,9;-3,004177176;40,01291618
Cuenca;Tébar;287;9902,2521;-2,16555868;39,49960946
Cuenca;Tejadillos;113;6328,1485;-1,63474902;40,1418641
Cuenca;Tinajas;196;4689,4653;-2,581654205;40,32583036
Cuenca;Torralba;109;5548,7122;-2,28485822;40,30330749
Cuenca;Torrejoncillo del Rey;345;20145,6829;-2,57430524;40,00762093
Cuenca;Torrubia del Campo;296;5336,0205;-2,961386531;39,89595488
Cuenca;Torrubia del Castillo;41;1746,7238;-2,31139557;39,65824649
Cuenca;Tragacete;277;6174,82;-1,85099186;40,34920575
Cuenca;Tresjuncos;268;7029,0426;-2,75659528;39,69874336
Cuenca;Tribaldos;99;2128,38;-2,898318635;39,97182791
Cuenca;Uclés;222;6461,16;-2,861444517;39,98083096
Cuenca;Uña;84;2354,89;-1,97819824;40,22338108
Cuenca;Valdemeca;74;6982;-1,74369931;40,22401814
Cuenca;Valdemorillo de la Sierra;54;7027,3337;-1,78174966;40,03902441
Cuenca;Valdemoro-Sierra;104;10764,02;-1,76707909;40,10118642
Cuenca;Valdeolivas;218;4604,6055;-2,44455231;40,50509607
Cuenca;Valhermoso de la Fuente;42;3212,4674;-2,01741436;39,55295569
Cuenca;Valsalobre;21;3808,3301;-2,09292236;40,61717284
Cuenca;Valverde de Júcar;1091;5621,4888;-2,21800571;39,71856361
Cuenca;Valverdejo;94;3247,2648;-2,023089284;39,61612733
Cuenca;Vara de Rey;460;12787,6116;-2,29495241;39,42438985
Cuenca;Vega del Codorno;132;3226,52;-1,92940245;40,43389447
Cuenca;Vellisca;114;4297,879;-2,81427973;40,12882196
Cuenca;Villaconejos de Trabaque;323;3185,6001;-2,31812472;40,40135638
Cuenca;Villaescusa de Haro;474;9320,13;-2,67442166;39,59725685
Cuenca;Villagarcía del Llano;697;11683,9622;-1,84625561;39,32654926
Cuenca;Villalba de la Sierra;484;4123,83;-2,08765887;40,23624228
Cuenca;Villalba del Rey;481;9507,0199;-2,64103615;40,34448602
Cuenca;Villalgordo del Marquesado;66;3029,7075;-2,50830315;39,68222427
Cuenca;Villalpardo;1013;3148,6996;-1,62529227;39,47333079
Cuenca;Villamayor de Santiago;2433;18116,5055;-2,92775691;39,7285842
Cuenca;Villanueva de Guadamejud;64;3061,1793;-2,50703229;40,22470982
Cuenca;Villanueva de la Jara;2287;15606;-1,9505386;39,43910272
Cuenca;Villar de Cañas;385;7036,3072;-2,5658079;39,77835802
Cuenca;Villar de Domingo García;222;7688,77;-2,29427547;40,23853491
Cuenca;Villar de la Encina;161;4918,9482;-2,52201473;39,63693289
Cuenca;Villar del Humo;169;15004,7753;-1,62719785;39,87018066
Cuenca;Villar del Infantado;39;2176,4103;-2,47861265;40,45501191
Cuenca;Villar de Olalla;1356;15782,83;-2,19680616;40,0152484
Cuenca;Villarejo de Fuentes;392;12835,6153;-2,69430346;39,78970652
Cuenca;Villarejo de la Peñuela;23;1301,9772;-2,40961329;40,08699389
Cuenca;Villarejo-Periesteban;383;3342,8604;-2,44122987;39,87090712
Cuenca;Villares del Saz;468;7016,0188;-2,50690692;39,84039096
Cuenca;Villarrubio;189;2819,81;-2,8951749;39,94465693
Cuenca;Villarta;789;2561,6156;-1,65250364;39,4404108
Cuenca;Villas de la Ventosa;210;14510,5225;-2,43187557;40,2054271
Cuenca;Villaverde y Pasaconsol;338;2120,3944;-2,2650562;39,7704989
Cuenca;Víllora;141;6890,4476;-1,58635049;39,75307038
Cuenca;Vindel;12;2525,3002;-2,38068231;40,58793206
Cuenca;Yémeda;17;2883,632;-1,72248206;39,76286551
Cuenca;Zafra de Záncara;100;7871,8653;-2,55885588;39,89215544
Cuenca;Zafrilla;55;10611,07;-1,61738636;40,19457725
Cuenca;Zarza de Tajo;268;4582,06;-3,13183013;40,01821259
Cuenca;Zarzuela;154;4033,0554;-2,12875796;40,25535241
Cuenca;Campos del Paraíso;691;21689,0284;-2,73842048;40,03753421
Cuenca;Valdetórtola;127;10321,005;-2,18602597;39,92051743
Cuenca;Las Valeras;1499;11304,82;-2,15807311;39,77018631
Cuenca;Fuentenava de Jábaga;546;13315,89;-2,26399333;40,08622198
Cuenca;Arcas;1994;8152,39;-2,11495294;39,98852404
Cuenca;Los Valdecolmenas;74;3131,0658;-2,49722839;40,11998668
Cuenca;Pozorrubielos de la Mancha;173;7357,8835;-2,03877807;39,44537978
Cuenca;Sotorribas;696;14921,26;-2,16373985;40,19522153
Cuenca;Villar y Velasco;79;6176,5701;-2,41847881;40,14922267
Girona;Agullana;903;2749,3347;2,84657328;42,39402494
Girona;Aiguaviva;780;1396,89;2,76163011;41,93845315
Girona;Albanyà;180;9450,5172;2,72019727;42,30454655
Girona;Albons;797;1130,4;3,08590521;42,10437187
Girona;El Far d'Empordà;625;918,7361;2,99619535;42,25212616
Girona;Alp;1717;4405,7031;1,88550982;42,37253273
Girona;Amer;2422;3992,76;2,60180784;42,01007358
Girona;Anglès;5682;1623,71;2,63929213;41,95671537
Girona;Arbúcies;6474;8621,9114;2,51366963;41,8160888
Girona;Argelaguer;439;1263,34;2,64194856;42,21307792
Girona;L'Armentera;1043;585;3,07498075;42,17199929
Girona;Avinyonet de Puigventós;1676;1245,1564;2,91439402;42,24964566
Girona;Begur;4177;2085,92;3,20724589;41,95431081
Girona;La Vajol;87;466,282;2,80049422;42,40383379
Girona;Banyoles;20187;1102,33;2,7694699;42,12059137
Girona;Bàscara;1034;1705,37;2,91021595;42,16066615
Girona;Bellcaire d'Empordà;713;1262,95;3,09454192;42,08088551
Girona;Besalú;2480;469,4;2,69965703;42,19949028
Girona;Bescanó;5156;3605,69;2,7427398;41,96550469
Girona;Beuda;202;3619,97;2,70978069;42,237136
Girona;La Bisbal d'Empordà;11163;2061,5254;3,03828637;41,96013018
Girona;Blanes;40579;1777,54;2,79229296;41,67592157
Girona;Bolvir;518;1065,8697;1,87857449;42,41958496
Girona;Bordils;1815;699,32;2,911441;42,04409797
Girona;Borrassà;776;949,02;2,92653436;42,22323776
Girona;Breda;3842;501,0955;2,55714072;41,7483613
Girona;Brunyola i Sant Martí Sapresa;388;3692,99;2,68467609;41,90460031
Girona;Boadella i les Escaules;258;1084,89;2,85606254;42,32960828
Girona;Cabanes;949;1500,23;2,97795707;42,3075044
Girona;Cabanelles;279;5603,67;2,81947141;42,23076724
Girona;Cadaqués;2889;2651,9675;3,27565126;42,28808066
Girona;Caldes de Malavella;8196;5698,23;2,80903801;41,83670952
Girona;Calonge i Sant Antoni;11712;3358,82;3,07314483;41,86228799
Girona;Camós;715;1557,8;2,767546;42,093976
Girona;Campdevànol;3217;3265,08;2,16705008;42,22418662
Girona;Campelles;162;1871,03;2,14056352;42,29463529
Girona;Campllong;535;849,26;2,83017718;41,89091853
Girona;Camprodon;2469;10357,28;2,36545733;42,31288827
Girona;Canet d'Adri;750;4465,61;2,73476445;42,03825128
Girona;Cantallops;330;1953,56;2,92494407;42,42218355
Girona;Capmany;672;2638,22;2,92103112;42,37254
Girona;Queralbs;191;9362,05;2,16127418;42,34832099
Girona;Cassà de la Selva;10680;4543,05;2,87439907;41,88728278
Girona;Castellfollit de la Roca;926;72,64;2,55462098;42,21828475
Girona;Castelló d'Empúries;11611;4224,7087;3,07630065;42,25961136
Girona;Castell-Platja d'Aro;11757;2167,5374;3,06798443;41,81426606
Girona;Celrà;5503;1968,78;2,87907124;42,02461438
Girona;Cervià de Ter;999;1009,39;2,91032071;42,06771203
Girona;Cistella;307;2561,02;2,84850122;42,26853694
Girona;Siurana;178;1044,37;2,9948398;42,20943566
Girona;Colera;468;2420,8473;3,14982626;42,40421548
Girona;Colomers;204;426,7;2,98758049;42,08406621
Girona;Cornellà del Terri;2407;2785,16;2,81573428;42,08983634
Girona;Corçà;1268;1608,85;3,01707993;41,9893624
Girona;Crespià;276;1131,81;2,79921562;42,18696154
Girona;Darnius;535;3489,3;2,83110073;42,36877743
Girona;Das;267;1482,9059;1,87037861;42,36086604
Girona;L'Escala;10520;1629,83;3,13299609;42,12467235
Girona;Espinelves;248;1748,1594;2,41749953;41,86884532
Girona;Espolla;408;4360,2262;3,00104933;42,39238049
Girona;Esponellà;489;1577,93;2,79549985;42,17884901
Girona;Figueres;47088;1914,24;2,96027805;42,2678359
Girona;Flaçà;1130;683,9;2,95358208;42,05017515
Girona;Foixà;288;1856,77;2,997994651;42,03884127
Girona;Fontanals de Cerdanya;533;2867,8935;1,89950069;42,38582555
Girona;Fontanilles;163;937,6769;3,10741059;42,01207333
Girona;Fontcoberta;1466;1709,14;2,79015688;42,14287655
Girona;Fornells de la Selva;2693;1173,9834;2,81285895;41,93119771
Girona;Fortià;778;1088,39;3,04092186;42,24200453
Girona;Garrigàs;458;1971,66;2,95297191;42,19277305
Girona;Garrigoles;177;903,7;3,03082812;42,10714627
Girona;Garriguella;922;2114,9064;3,06508744;42,34215233
Girona;Ger;512;3278,23;1,84395105;42,41127149
Girona;Girona;102666;3897,2581;2,82411899;41,98186075
Girona;Gombrèn;200;4329,9;2,09102878;42,24850269
Girona;Gualta;439;910,1396;3,10389985;42,02919814
Girona;Guils de Cerdanya;573;2226,2809;1,87825086;42,44794164
Girona;Hostalric;4370;338,2216;2,63362376;41,74404536
Girona;Isòvol;318;1080,2422;1,817157318;42,37722114
Girona;Jafre;386;666,87;3,0113124;42,07266437
Girona;La Jonquera;3317;5731,2137;2,87348755;42,4173111
Girona;Juià;334;831,06;2,90687621;42,0172189
Girona;Lladó;827;1360,78;2,81330962;42,24904031
Girona;Llagostera;9024;7706,64;2,8919991;41,82867449
Girona;Llambilles;731;1489,02;2,856219591;41,92072138
Girona;Llanars;533;2466,68;2,3442646;42,32046928
Girona;Llançà;4905;2792,504;3,1517566;42,36281096
Girona;Llers;1245;2126,33;2,91372377;42,29727963
Girona;Llívia;1495;1298,65;1,98244323;42,465141
Girona;Lloret de Mar;38941;4838,16;2,84739507;41,69957944
Girona;Les Llosses;205;11451,04;2,11999;42,15096
Girona;Madremanya;302;1360,22;2,95710219;41,98972464
Girona;Maià de Montcal;462;1723,41;2,74243129;42,22222718
Girona;Meranges;111;3757,634;1,78667633;42,44629879
Girona;Masarac;294;1255,23;2,97280658;42,35130958
Girona;Massanes;825;2592,8049;2,65136684;41,76569921
Girona;Maçanet de Cabrenys;724;6768,15;2,74787425;42,38626833
Girona;Maçanet de la Selva;7572;4577,33;2,73045604;41,77749403
Girona;Mieres;341;2613,9;2,64011215;42,12441236
Girona;Mollet de Peralada;202;608,32;2,99983443;42,36045394
Girona;Molló;365;4316,21;2,40437994;42,3468796
Girona;Montagut i Oix;958;9346,15;2,59650517;42,23005764
Girona;Mont-ras;1676;1230,4619;3,14339831;41,9090308
Girona;Navata;1465;1842,35;2,86163363;42,22393632
Girona;Ogassa;222;4546,45;2,27777937;42,26562673
Girona;Olot;36716;2905,29;2,48816559;42,18183793
Girona;Ordis;373;847,6128;2,90721431;42,21855906
Girona;Osor;423;5176,6;2,55670401;41,94522217
Girona;Palafrugell;23396;2693,3568;3,16397764;41,91718159
Girona;Palamós;18145;1396,47;3,12865803;41,84674675
Girona;Palau de Santa Eulàlia;115;863,8566;2,969137211;42,17725011
Girona;Palau-saverdera;1472;1652,0257;3,14962249;42,30781199
Girona;Palau-sator;327;1243,3033;3,11031715;41,98874321
Girona;Palol de Revardit;457;1808,19;2,79513608;42,06903269
Girona;Pals;2548;2571,3705;3,14451674;41,97170928
Girona;Pardines;165;3142,08;2,21394337;42,31213783
Girona;Parlavà;415;621,8;3,03047245;42,0223059
Girona;Pau;579;1044,2766;3,11641569;42,31581246
Girona;Pedret i Marzà;181;863,0986;3,06698477;42,31143974
Girona;La Pera;438;1193,31;2,97353297;42,02028902
Girona;Peralada;1974;4374,32;3,00858213;42,30826253
Girona;Les Planes d'Hostoles;1745;3748,11;2,53692802;42,05562039
Girona;Planoles;307;1875,28;2,10481785;42,31578751
Girona;Pont de Molins;542;863,37;2,92178099;42,31565799
Girona;Pontós;274;1349,87;2,91760272;42,18676382
Girona;Porqueres;4712;3373,57;2,747631444;42,12207158
Girona;Portbou;1090;927,1611;3,15803504;42,42618874
Girona;Les Preses;1875;939,94;2,46107461;42,14068046
Girona;El Port de la Selva;1015;4176,6342;3,20510994;42,33787111
Girona;Puigcerdà;9484;1861,8781;1,92634012;42,43264078
Girona;Quart;3906;3834,53;2,84040177;41,9385079
Girona;Rabós;210;4514,3096;3,02891464;42,37887672
Girona;Regencós;271;628,53;3,1697877;41,95255303
Girona;Ribes de Freser;1810;4158,48;2,16777728;42,30628259
Girona;Riells i Viabrea;4279;2710,85;2,51241583;41,77641711
Girona;Ripoll;10641;7368,26;2,19082613;42,20127351
Girona;Riudarenes;2337;4755,8764;2,71770569;41,82053476
Girona;Riudaura;511;2353,88;2,40861328;42,18765181
Girona;Riudellots de la Selva;2072;1329,7;2,80356829;41,89264159
Girona;Riumors;244;638,63;3,04253588;42,22762077
Girona;Roses;19907;4597,3228;3,17830899;42,26182986
Girona;Rupià;300;531,47;3,01059017;42,0207872
Girona;Sales de Llierca;169;3582,11;2,65000194;42,23567261
Girona;Salt;32517;661,44;2,78141235;41,97437513
Girona;Sant Andreu Salou;162;582;2,82513664;41,87385206
Girona;Sant Climent Sescebes;696;2442,42;2,98034137;42,36874691
Girona;Sant Feliu de Buixalleu;839;6209,13;2,58617731;41,79126137
Girona;Sant Feliu de Guíxols;22149;1592,2886;3,02869534;41,78042564
Girona;Sant Feliu de Pallerols;1495;3383,94;2,5075746;42,07575416
Girona;Sant Ferriol;256;4232,04;2,66894817;42,19781187
Girona;Sant Gregori;4085;4892,55;2,75678122;41,98945699
Girona;Sant Hilari Sacalm;5836;8335,04;2,50849539;41,87892558
Girona;Sant Jaume de Llierca;842;690,56;2,60884075;42,21253782
Girona;Sant Jordi Desvalls;830;1190,23;2,95375973;42,07213289
Girona;Sant Joan de les Abadesses;3274;5372,08;2,28626354;42,23260905
Girona;Sant Joan de Mollet;515;323,24;2,94284327;42,045631
Girona;Sant Julià de Ramis;3623;1834,8072;2,85399914;42,02801672
Girona;Vallfogona de Ripollès;222;3898,6;2,30273378;42,19622566
Girona;Sant Llorenç de la Muga;267;3220,06;2,79045415;42,32017708
Girona;Sant Martí de Llémena;679;4298,39;2,64650349;42,03634793
Girona;Sant Martí Vell;261;1729,32;2,93006254;42,02011748
Girona;Sant Miquel de Campmajor;239;3364,36;2,67919209;42,13599323
Girona;Sant Miquel de Fluvià;808;355,5162;2,99222659;42,17169838
Girona;Sant Mori;159;738,81;2,99123574;42,15382969
Girona;Sant Pau de Segúries;732;878,61;2,36547744;42,26011148
Girona;Sant Pere Pescador;2079;1825,76;3,08221872;42,18835879
Girona;Santa Coloma de Farners;13557;7070,28;2,66311624;41,86351304
Girona;Santa Cristina d'Aro;5585;6781,3;2,996929218;41,81207685
Girona;Santa Llogaia d'Àlguema;379;193,4156;2,95253036;42,23353656
Girona;Sant Aniol de Finestres;363;4850,13;2,58690775;42,09012574
Girona;Santa Pau;1605;4860,49;2,57167076;42,14430747
Girona;Sant Joan les Fonts;3054;3199,14;2,50907002;42,21272222
Girona;Sarrià de Ter;5294;425,62;2,8239182;42,01555439
Girona;Saus, Camallera i Llampaies;865;1143,88;2,96318463;42,1218695
Girona;La Selva de Mar;220;716,0415;3,18694605;42,32440136
Girona;La Cellera de Ter;1967;1465,49;2,62127615;41,96910478
Girona;Serinyà;1153;1720,93;2,74486464;42,16872452
Girona;Serra de Daró;233;817,6483;3,07250239;42,02854672
Girona;Setcases;200;4893,1;2,30115501;42,37552143
Girona;Sils;6507;3005,0865;2,7427618;41,80574997
Girona;Susqueda;96;5099,96;2,547187277;42,01439887
Girona;La Tallada d'Empordà;480;1676,63;3,05609473;42,08000077
Girona;Terrades;345;2076,87;2,83985987;42,31003454
Girona;Torrent;166;786,4562;3,12712171;41,95196888
Girona;Torroella de Fluvià;741;1695,3779;3,04525812;42,17350061
Girona;Torroella de Montgrí;12061;6610,6223;3,12621596;42,04332513
Girona;Tortellà;823;1101,18;2,62980203;42,23298857
Girona;Toses;185;5770,97;2,01810371;42,32187763
Girona;Tossa de Mar;5956;3843,4634;2,930461;41,721889
Girona;Ultramort;224;442,01;3,03462318;42,03626484
Girona;Ullà;1195;731,4487;3,10834747;42,05177353
Girona;Ullastret;250;1101,6333;3,06867893;42,00043051
Girona;Urús;214;1757,3493;1,85418301;42,34993433
Girona;La Vall d'en Bas;3143;9063,89;2,45692713;42,11759527
Girona;La Vall de Bianya;1345;9368,81;2,455821997;42,21095707
Girona;Vall-llobrega;926;543,0524;3,12552187;41,88100367
Girona;Ventalló;911;2551,36;3,026674;42,14922508
Girona;Verges;1162;931,91;3,04655402;42,06123563
Girona;Vidrà;181;3449,68;2,30949153;42,12280149
Girona;Vidreres;8167;4837,0861;2,77909064;41,78894616
Girona;Vilabertran;991;228,34;2,97911727;42,28225082
Girona;Vilablareix;3396;614,21;2,77323054;41,95680526
Girona;Viladasens;216;1552,85;2,93031913;42,09586171
Girona;Viladamat;479;1135,92;3,07572059;42,13341557
Girona;Vilademuls;840;6221,61;2,88677073;42,13869772
Girona;Viladrau;1103;5074,99;2,3894192;41,84765935
Girona;Vilafant;5562;836,5871;2,93786527;42,24703941
Girona;Vilaür;162;566,97;2,95507642;42,14388685
Girona;Vilajuïga;1142;1320,1275;3,09319102;42,32521854
Girona;Vilallonga de Ter;410;6433;2,31170464;42,33152704
Girona;Vilamacolum;386;563,8851;3,05850041;42,19495682
Girona;Vilamalla;1166;878,15;2,97049756;42,21863668
Girona;Vilamaniscle;204;532,9975;3,06712685;42,37641067
Girona;Vilanant;401;1684,45;2,8892312;42,25489355
Girona;Vila-sacra;785;604,98;3,01860299;42,26606644
Girona;Vilopriu;223;1671,74;2,99213626;42,10430399
Girona;Vilobí d'Onyar;3304;3262,24;2,74292397;41,88906405
Girona;Biure;249;1000,68;2,89499912;42,33764783
Girona;Cruïlles, Monells i Sant Sadurní de l'Heura;1338;9965,4488;2,99099519;41,95621822
Girona;Forallac;1765;5021,79;3,05439621;41,96006964
Girona;Sant Julià del Llor i Bonmatí;1347;966,14;2,66875938;41,96825158
Granada;Agrón;247;2700,46;-3,83009744;37,03037591
Granada;Alamedilla;567;9071,315;-3,24475946;37,58043998
Granada;Albolote;19199;7858,4091;-3,65748033;37,23090185
Granada;Albondón;724;3447,9792;-3,21087374;36,82729026
Granada;Albuñán;407;853,049;-3,13273196;37,22739368
Granada;Albuñol;7420;6294,2333;-3,20167375;36,79129267
Granada;Albuñuelas;787;14004,6775;-3,62953573;36,92926956
Granada;Aldeire;603;7007,1146;-3,07267592;37,16037152
Granada;Alfacar;5585;1672,7588;-3,57046354;37,23688695
Granada;Algarinejo;2436;9211,0411;-4,15798102;37,32575532
Granada;Alhama de Granada;5703;41960,17;-3,98605626;37,0037636
Granada;Alhendín;9941;5055,73;-3,64587295;37,10823076
Granada;Alicún de Ortega;458;2283,3264;-3,13664857;37,60839263
Granada;Almegíjar;328;2942,1362;-3,30032661;36,90261248
Granada;Almuñécar;26748;8336,038;-3,69091622;36,73441423
Granada;Alquife;586;1219,0171;-3,11612282;37,17960943
Granada;Arenas del Rey;623;9280,61;-3,89435636;36,95781442
Granada;Armilla;24629;431,03;-3,62690297;37,14031436
Granada;Atarfe;19452;4725,2015;-3,6887337;37,22271103
Granada;Baza;20376;54538,9607;-2,77485648;37,49077779
Granada;Beas de Granada;986;2319,9421;-3,4815134;37,21755854
Granada;Beas de Guadix;319;1623,6905;-3,2055964;37,2809596
Granada;Benalúa;3260;865,57;-3,16508314;37,35220557
Granada;Benalúa de las Villas;1058;2165,4558;-3,68369321;37,42820145
Granada;Benamaurel;2275;12788,42;-2,698784399;37,60891437
Granada;Bérchules;694;6958,6438;-3,19011463;36,97540561
Granada;Bubión;323;1486,3743;-3,3573936;36,94867092
Granada;Busquístar;302;1803,2364;-3,2949278;36,93758369
Granada;Cacín;547;3960,57;-3,91770899;37,05876512
Granada;Cádiar;1542;4732,112;-3,18084098;36,94487044
Granada;Cájar;5389;164,9126;-3,57097669;37,13433161
Granada;Calicasas;658;1124,9557;-3,61846278;37,27353143
Granada;Campotéjar;1231;3582,02;-3,6156536;37,48233309
Granada;Caniles;4018;21675,2325;-2,72312271;37,43694658
Granada;Cáñar;400;2634,5838;-3,42776601;36,92620013
Granada;Capileira;578;5689,5266;-3,35991264;36,96126531
Granada;Carataunas;201;466,2187;-3,40856209;36,92332899
Granada;Cástaras;233;2835,907;-3,25417487;36,93059265
Granada;Castilléjar;1312;13132,49;-2,64338292;37,71495776
Granada;Castril;2019;24325,5098;-2,77929932;37,79447243
Granada;Cenes de la Vega;8121;648,8566;-3,53735586;37,15945749
Granada;Cijuela;3537;1791,8531;-3,81055129;37,19984762
Granada;Cogollos de Guadix;636;3025,681;-3,16027745;37,22498913
Granada;Cogollos de la Vega;2042;4987,0881;-3,57526467;37,27380305
Granada;Colomera;1291;11197,6682;-3,71436522;37,3742622
Granada;Cortes de Baza;1824;14055,668;-2,771069;37,65604885
Granada;Cortes y Graena;994;2240,11;-3,21870296;37,30400297
Granada;Cúllar;4017;42753,47;-2,57596221;37,58371761
Granada;Cúllar Vega;7681;426,52;-3,67166338;37,15344636
Granada;Chauchina;5667;2121,11;-3,77093889;37,20165324
Granada;Chimeneas;1254;9032,7779;-3,8211484;37,13262106
Granada;Churriana de la Vega;16026;656,67;-3,64581291;37,14885746
Granada;Darro;1652;5034,74;-3,29325661;37,35059768
Granada;Dehesas de Guadix;404;5695,3285;-3,10106009;37,5910137
Granada;Dehesas Viejas;666;1380,26;-3,55222697;37,47372263
Granada;Deifontes;2615;4048,3193;-3,59424027;37,32594516
Granada;Diezma;763;4209,3828;-3,33182232;37,32111088
Granada;Dílar;2188;7927,8026;-3,60152074;37,07448944
Granada;Dólar;614;7858,7325;-2,99120971;37,17930415
Granada;Dúdar;355;836,7257;-3,48276987;37,18650891
Granada;Dúrcal;7216;7663,4218;-3,56634078;36,988117
Granada;Escúzar;835;4638,9416;-3,76129307;37,06231421
Granada;Ferreira;305;4358,0636;-3,03620132;37,17247581
Granada;Fonelas;981;9644,14;-3,17521628;37,41328681
Granada;Fornes;519;1515,09;-3,85692302;36,95424126
Granada;Freila;906;7451,2789;-2,90951304;37,52882525
Granada;Fuente Vaqueros;4451;1606,76;-3,78484242;37,21996834
Granada;Galera;1116;11828,96;-2,55073185;37,7433215
Granada;Gobernador;210;2300,53;-3,319995342;37,47743928
Granada;Gójar;6096;1196,64;-3,60605951;37,10477183
Granada;Gor;735;18103,4811;-2,9694879;37,36926976
Granada;Gorafe;377;7704,7977;-3,04440458;37,47925162
Granada;Granada;228682;8811;-3,60001883;37,17641932
Granada;Guadahortuna;1836;12124;-3,39966868;37,55822516
Granada;Guadix;18493;32419,61;-3,13638082;37,30161072
Granada;Gualchos;5292;3103,0094;-3,39076872;36,74323519
Granada;Güéjar Sierra;2880;23894,5301;-3,43875396;37,15955616
Granada;Güevéjar;2664;974,9457;-3,59731995;37,25714434
Granada;Huélago;373;3262,35;-3,26048883;37,41944952
Granada;Huéneja;1207;11674,1017;-2,94839159;37,17593942
Granada;Huéscar;7246;47286,14;-2,54009537;37,80977052
Granada;Huétor de Santillán;1923;9327,3009;-3,51676416;37,2184559
Granada;Huétor Tájar;10543;3994,25;-4,04716859;37,19468512
Granada;Huétor Vega;12089;423,7674;-3,57174084;37,14461301
Granada;Íllora;10020;19744,24;-3,88172313;37,28611488
Granada;Ítrabo;937;1900,8875;-3,63895096;36,79956445
Granada;Iznalloz;5142;24763,39;-3,53095401;37,39201995
Granada;Játar;579;986,85;-3,909995;36,93541262
Granada;Jayena;1008;7952,08;-3,82352623;36,94763567
Granada;Jérez del Marquesado;956;8275,134;-3,15692541;37,1844213
Granada;Jete;1008;1390,6166;-3,66855621;36,79707598
Granada;Jun;3991;368,8423;-3,59458114;37,22140862
Granada;Juviles;134;1498,5638;-3,22511081;36,94814817
Granada;La Calahorra;664;3944,8296;-3,06368298;37,18155072
Granada;Láchar;3657;1311,7637;-3,83555349;37,19658225
Granada;Lanjarón;3615;6038,117;-3,48280867;36,91783148
Granada;Lanteira;566;5277,8162;-3,138438099;37,1688658
Granada;Lecrín;2225;4048,7448;-3,550705259;36,94797087
Granada;Lentegí;335;2375,7021;-3,67446558;36,83558871
Granada;Lobras;135;1605,4832;-3,212739;36,92971854
Granada;Loja;20555;44749,49;-4,15218743;37,16628219
Granada;Lugros;304;6328,3185;-3,2407447;37,23019882
Granada;Lújar;483;3687,6786;-3,40318791;36,78759064
Granada;La Malahá;1810;2542,4661;-3,72181357;37,10156467
Granada;Maracena;22293;488,9417;-3,63439797;37,20723971
Granada;Marchal;414;781,07;-3,20145295;37,29676817
Granada;Moclín;3607;11311,2869;-3,78682853;37,3426959
Granada;Molvízar;2731;2147,0112;-3,60797845;36,786737
Granada;Monachil;8182;8891,7631;-3,53893588;37,13135337
Granada;Montefrío;5406;25391,05;-4,01052383;37,32104934
Granada;Montejícar;2058;8757,23;-3,50494602;37,57189363
Granada;Montillana;1083;7516,7758;-3,67229243;37,50191737
Granada;Moraleda de Zafayona;3123;4816,37;-3,96451008;37,16801177
Granada;Motril;58798;10331,09;-3,52123441;36,74574584
Granada;Murtas;463;7169,9891;-3,10838867;36,88713958
Granada;Nigüelas;1225;3092,5161;-3,53885018;36,9779234
Granada;Nívar;1099;1118,1103;-3,57935526;37,25855855
Granada;Ogíjares;14627;695,39;-3,60924803;37,11925921
